T29,Internet Usage,,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
36,Australia,2000,Percentage of individuals using the internet,46.7561,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
36,Australia,2005,Percentage of individuals using the internet,63.0000,Population aged 15 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
36,Australia,2010,Percentage of individuals using the internet,76.0000,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
36,Australia,2015,Percentage of individuals using the internet,84.5605,Population aged 15 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
36,Australia,2016,Percentage of individuals using the internet,86.5400,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
36,Australia,2017,Percentage of individuals using the internet,86.5450,Population aged 15 years and over.;Accessed the internet for personal use in a typical week.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
40,Austria,2000,Percentage of individuals using the internet,33.7301,Population aged 14 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
40,Austria,2005,Percentage of individuals using the internet,58.0000,Population aged 16 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
40,Austria,2010,Percentage of individuals using the internet,75.1700,Population aged 16 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
40,Austria,2015,Percentage of individuals using the internet,83.9401,Population aged 16 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
40,Austria,2016,Percentage of individuals using the internet,84.3237,Population aged 16 to 74 years.;Users in the last 3 months.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
40,Austria,2017,Percentage of individuals using the internet,87.9356,Population aged 16 to 74 years.;Users in the last 3 months.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
40,Austria,2018,Percentage of individuals using the internet,87.4791,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
31,Azerbaijan,2000,Percentage of individuals using the internet,0.1478,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
31,Azerbaijan,2005,Percentage of individuals using the internet,8.0304,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
31,Azerbaijan,2010,Percentage of individuals using the internet,46.0000,Population aged 7 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
31,Azerbaijan,2015,Percentage of individuals using the internet,77.0000,Population aged 7 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
31,Azerbaijan,2016,Percentage of individuals using the internet,78.2000,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
31,Azerbaijan,2017,Percentage of individuals using the internet,79.0000,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
31,Azerbaijan,2018,Percentage of individuals using the internet,79.8000,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
44,Bahamas,2000,Percentage of individuals using the internet,8.0000,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
44,Bahamas,2005,Percentage of individuals using the internet,25.0000,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
44,Bahamas,2010,Percentage of individuals using the internet,43.0000,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
44,Bahamas,2015,Percentage of individuals using the internet,78.0000,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
44,Bahamas,2016,Percentage of individuals using the internet,80.0000,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
44,Bahamas,2017,Percentage of individuals using the internet,85.0000,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
48,Bahrain,2000,Percentage of individuals using the internet,6.1537,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
48,Bahrain,2005,Percentage of individuals using the internet,21.3037,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
48,Bahrain,2010,Percentage of individuals using the internet,55.0000,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
48,Bahrain,2015,Percentage of individuals using the internet,93.4783,Population aged 15 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
48,Bahrain,2016,Percentage of individuals using the internet,98.0000,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
48,Bahrain,2017,Percentage of individuals using the internet,95.8781,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
48,Bahrain,2018,Percentage of individuals using the internet,98.6447,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
50,Bangladesh,2000,Percentage of individuals using the internet,0.0710,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
50,Bangladesh,2005,Percentage of individuals using the internet,0.2416,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
50,Bangladesh,2010,Percentage of individuals using the internet,3.7000,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
50,Bangladesh,2015,Percentage of individuals using the internet,14.4000,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
50,Bangladesh,2016,Percentage of individuals using the internet,18.0200,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
50,Bangladesh,2017,Percentage of individuals using the internet,15.0000,Population aged 18 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
52,Barbados,2000,Percentage of individuals using the internet,3.9737,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
52,Barbados,2005,Percentage of individuals using the internet,52.5000,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
52,Barbados,2010,Percentage of individuals using the internet,65.1000,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
52,Barbados,2015,Percentage of individuals using the internet,76.1100,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
52,Barbados,2016,Percentage of individuals using the internet,79.5494,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
